rank,self,accum,count,method,trace
1,6.31%,6.31%,5110,java.lang.Thread.currentThread,30064
2,5.37%,11.68%,4352,avrora.arch.legacy.LegacyInterpreter.fastLoop,30044
3,3.51%,15.19%,2842,avrora.arch.legacy.LegacyInterpreter.fastLoop,30052
4,3.43%,18.61%,2775,avrora.sim.clock.DeltaQueue.advance,30047
5,3.12%,21.73%,2524,java.io.FileOutputStream.write,30044
6,1.53%,23.26%,1239,avrora.arch.legacy.LegacyInterpreter.visit,30075
7,1.49%,24.75%,1208,avrora.arch.legacy.LegacyInterpreter.visit,30067
8,1.33%,26.08%,1075,avrora.sim.AtmelInterpreter.writeRegisterByte,30067
9,1.32%,27.40%,1072,avrora.sim.AtmelInterpreter.commit,30049
10,1.25%,28.65%,1010,avrora.sim.clock.DeltaQueue.advance,30046
11,1.22%,29.87%,988,cck.util.Arithmetic.high,30058
12,1.19%,31.06%,962,cck.util.Arithmetic.high,30056
13,1.09%,32.14%,879,avrora.sim.AtmelInterpreter.getSP,30064
14,1.05%,33.19%,850,avrora.sim.AtmelInterpreter.getRegisterByte,30065
15,0.88%,34.07%,710,avrora.arch.legacy.LegacyInterpreter.visit,30055
16,0.87%,34.94%,708,avrora.sim.AtmelInterpreter.getSP,30066
17,0.80%,35.74%,644,avrora.arch.legacy.LegacyInterpreter.visit,30075
18,0.75%,36.48%,606,avrora.sim.clock.RippleSynchronizer.waitForNeighbors,30070
19,0.72%,37.20%,581,avrora.sim.radio.Medium$Receiver.getIntersection,30064
20,0.71%,37.92%,579,avrora.sim.AtmelInterpreter.readSRAM,30073
21,0.66%,38.58%,536,avrora.sim.AtmelInterpreter.writeSRAM,30071
22,0.66%,39.24%,533,avrora.sim.AtmelInterpreter.writeRegisterByte,30060
23,0.66%,39.89%,533,avrora.sim.AtmelInterpreter.readSRAM,30065
24,0.66%,40.55%,531,avrora.sim.radio.Medium$Receiver.earliestNewTransmission,30080
25,0.66%,41.20%,531,avrora.sim.AtmelInterpreter.writeSRAM,30086
26,0.64%,41.85%,520,avrora.sim.AtmelInterpreter.commit,30049
27,0.61%,42.46%,494,cck.util.Arithmetic.uword,30061
28,0.60%,43.06%,488,java.lang.Object.wait,30064
29,0.58%,43.64%,470,avrora.sim.clock.RippleSynchronizer.waitForNeighbors,30056
30,0.58%,44.22%,468,cck.util.Arithmetic.uword,30076
31,0.52%,44.74%,424,avrora.arch.legacy.LegacyInterpreter.visit,30072
32,0.50%,45.24%,402,avrora.sim.mcu.ATMegaFamily$PortRegister.write,30045
33,0.48%,45.72%,391,avrora.sim.AtmelInterpreter.getDataByte,30079
34,0.48%,46.20%,386,avrora.arch.legacy.LegacyInterpreter.visit,30082
35,0.47%,46.67%,384,avrora.arch.legacy.LegacyRegister.getNumber,30065
36,0.47%,47.14%,381,java.lang.String.hashCode,30047
37,0.47%,47.61%,381,avrora.arch.legacy.LegacyInterpreter.visit,30077
38,0.47%,48.08%,380,avrora.arch.legacy.LegacyInterpreter.visit,30048
39,0.44%,48.52%,359,avrora.arch.legacy.LegacyInterpreter.visit,30062
40,0.41%,48.94%,334,avrora.arch.legacy.LegacyInterpreter.visit,30044
41,0.39%,49.32%,313,avrora.sim.AtmelInterpreter.writeRegisterByte,30047
42,0.36%,49.69%,295,avrora.arch.legacy.LegacyInterpreter.visit,30049
43,0.36%,50.05%,294,cck.util.Arithmetic.uword,30074
44,0.34%,50.39%,276,avrora.sim.AtmelInterpreter.pushByte,30056
45,0.34%,50.73%,274,cck.util.Arithmetic.high,30067
46,0.34%,51.06%,273,avrora.arch.legacy.LegacyInterpreter.visit,30067
47,0.34%,51.40%,272,avrora.arch.legacy.LegacyInterpreter.sleepLoop,30080
48,0.33%,51.73%,270,avrora.arch.legacy.LegacyInterpreter.visit,30078
49,0.33%,52.06%,267,avrora.arch.legacy.LegacyInterpreter.visit,30083
50,0.32%,52.39%,262,avrora.sim.AtmelInterpreter.getDataByte,30068
51,0.32%,52.71%,258,avrora.sim.clock.RippleSynchronizer$NotifyEvent.fire,30065
52,0.32%,53.02%,258,avrora.sim.AtmelInterpreter.readSRAM,30065
53,0.32%,53.34%,256,avrora.sim.AtmelInterpreter.getSP,30067
54,0.31%,53.65%,252,java.lang.Object.hashCode,30078
55,0.31%,53.96%,248,avrora.sim.AtmelInterpreter.getSP,30075
56,0.31%,54.26%,248,avrora.arch.legacy.LegacyInterpreter.visit,30082
57,0.30%,54.57%,247,avrora.arch.legacy.LegacyRegister.getNumber,30079
58,0.30%,54.86%,240,avrora.sim.AtmelInterpreter.writeRegisterByte,30050
59,0.30%,55.16%,240,avrora.sim.AtmelInterpreter.readSRAM,30062
60,0.29%,55.45%,236,avrora.sim.AtmelInterpreter.pushByte,30088
61,0.29%,55.74%,234,avrora.sim.radio.Medium$Receiver.earliestNewTransmission,30080
62,0.28%,56.02%,225,avrora.sim.AtmelInterpreter.writeRegisterByte,30073
63,0.27%,56.29%,222,avrora.arch.legacy.LegacyInterpreter.visit,30047
64,0.27%,56.56%,215,avrora.sim.clock.RippleSynchronizer.waitForNeighbors,30083
65,0.26%,56.82%,208,java.lang.System.arraycopy,30116
66,0.25%,57.07%,205,avrora.sim.AtmelInterpreter.popByte,30076
67,0.25%,57.32%,201,avrora.sim.AtmelInterpreter.getRegisterByte,30056
68,0.25%,57.56%,200,avrora.arch.legacy.LegacyInterpreter.visit,30086
69,0.24%,57.81%,198,avrora.arch.legacy.LegacyRegister.getNumber,30077
70,0.24%,58.05%,196,cck.util.Arithmetic.uword,30067
71,0.24%,58.29%,193,avrora.sim.AtmelInterpreter.writeRegisterByte,30049
72,0.24%,58.53%,193,avrora.sim.AtmelInterpreter.readSRAM,30062
73,0.24%,58.76%,192,avrora.arch.legacy.LegacyInterpreter.visit,30089
74,0.23%,58.99%,183,avrora.arch.legacy.LegacyInterpreter.visit,30073
75,0.22%,59.21%,179,avrora.arch.legacy.LegacyInterpreter.visit,30090
76,0.22%,59.43%,179,avrora.sim.AtmelInterpreter.readVolatile,30110
77,0.22%,59.65%,177,avrora.arch.legacy.LegacyInterpreter.visit,30057
78,0.21%,59.86%,172,avrora.sim.clock.RippleSynchronizer.waitForNeighbors,30080
79,0.21%,60.07%,170,avrora.sim.mcu.DefaultMCU.access$000,30047
80,0.21%,60.28%,170,avrora.sim.AtmelInterpreter.getRegisterByte,30055
81,0.21%,60.49%,168,avrora.sim.AtmelInterpreter.getRegisterByte,30066
82,0.20%,60.69%,166,avrora.sim.radio.Medium$Receiver$Ticker.fire,30108
83,0.20%,60.90%,165,avrora.sim.AtmelInterpreter.getRegisterByte,30058
84,0.20%,61.10%,165,cck.util.Arithmetic.low,30058
85,0.20%,61.30%,163,avrora.sim.RWRegister.read,30084
86,0.20%,61.50%,158,avrora.sim.AtmelInterpreter.getRegisterByte,30052
87,0.20%,61.69%,158,avrora.sim.AtmelInterpreter.writeDataByte,30075
88,0.19%,61.88%,151,avrora.sim.RWRegister.getValue,30099
89,0.19%,62.06%,150,cck.util.Arithmetic.high,30089
90,0.18%,62.25%,149,cck.text.StringUtil.toHex,30071
91,0.18%,62.43%,147,avrora.arch.legacy.LegacyInterpreter.visit,30081
92,0.18%,62.61%,144,avrora.sim.AtmelInterpreter.getRegisterByte,30049
93,0.18%,62.78%,143,avrora.sim.AtmelInterpreter.getRegisterByte,30067
94,0.18%,62.96%,142,avrora.sim.clock.DeltaQueue.newLink,30074
95,0.18%,63.13%,142,avrora.arch.legacy.LegacyInterpreter.visit,30076
96,0.17%,63.31%,140,avrora.arch.legacy.LegacyRegister.getNumber,30063
97,0.17%,63.48%,139,avrora.sim.AtmelInterpreter.writeIORegisterByte,30076
98,0.17%,63.65%,138,avrora.sim.AtmelInterpreter$SREGBehavior.write,30085
99,0.17%,63.82%,136,avrora.sim.AtmelInterpreter.getIORegisterByte,30064
100,0.17%,63.98%,134,cck.util.Arithmetic.getBit,30105
101,0.16%,64.15%,132,avrora.sim.AtmelInterpreter.getSP,30071
102,0.16%,64.30%,129,cck.util.Arithmetic.low,30070
103,0.16%,64.46%,128,avrora.arch.legacy.LegacyRegister.getNumber,30078
104,0.16%,64.62%,127,avrora.sim.mcu.DefaultMCU.access$000,30046
105,0.15%,64.77%,125,avrora.arch.legacy.LegacyInterpreter.visit,30057
106,0.15%,64.93%,124,avrora.sim.AtmelInterpreter.writeRegisterByte,30082
107,0.15%,65.08%,124,avrora.arch.legacy.LegacyInterpreter.visit,30115
108,0.15%,65.23%,123,avrora.arch.legacy.LegacyInterpreter.visit,30058
109,0.15%,65.38%,122,avrora.sim.AtmelInterpreter.getSP,30089
110,0.15%,65.53%,121,avrora.arch.legacy.LegacyInterpreter.visit,30073
111,0.15%,65.68%,121,cck.util.Arithmetic.uword,30091
112,0.15%,65.83%,120,avrora.arch.legacy.LegacyInterpreter.visit,30086
113,0.15%,65.98%,119,cck.util.Arithmetic.getBit,30049
114,0.15%,66.12%,119,avrora.arch.legacy.LegacyInterpreter.runLoop,30074
115,0.15%,66.27%,119,avrora.sim.FiniteStateMachine.transition,30098
116,0.15%,66.42%,118,avrora.arch.legacy.LegacyInterpreter.visit,30093
117,0.14%,66.56%,117,avrora.sim.AtmelInterpreter.writeSRAM,30078
118,0.14%,66.70%,116,avrora.arch.legacy.LegacyInterpreter.visit,30050
119,0.14%,66.85%,116,avrora.sim.AtmelInterpreter.readSRAM,30106
120,0.14%,66.99%,116,java.util.LinkedList$ListItr.next,30119
121,0.14%,67.13%,113,avrora.sim.AtmelInterpreter.commit,30099
122,0.13%,67.26%,108,avrora.arch.legacy.LegacyInterpreter.visit,30063
123,0.13%,67.40%,108,avrora.arch.legacy.LegacyInterpreter.visit,30111
124,0.13%,67.53%,107,avrora.sim.AtmelInterpreter.toSRAM,30070
125,0.13%,67.66%,107,avrora.sim.AtmelInterpreter.readSRAM,30082
126,0.13%,67.79%,107,avrora.sim.AtmelInterpreter.writeSRAM,30086
127,0.13%,67.92%,107,avrora.sim.AtmelInterpreter.readSRAM,30096
128,0.13%,68.05%,105,avrora.arch.legacy.LegacyInterpreter.visit,30064
129,0.13%,68.18%,103,avrora.arch.legacy.LegacyInterpreter.visit,30075
130,0.13%,68.31%,103,avrora.sim.radio.Medium$Receiver.getIntersection,30110
131,0.13%,68.43%,102,avrora.sim.AtmelInterpreter.readSRAM,30076
132,0.12%,68.56%,100,avrora.sim.mcu.DefaultMCU$Pin.printWrite,30048
133,0.12%,68.68%,100,avrora.sim.AtmelInterpreter.getRegisterByte,30058
134,0.12%,68.80%,99,avrora.arch.legacy.LegacyInterpreter.visit,30070
135,0.12%,68.92%,98,avrora.sim.mcu.DefaultMCU$Pin.write,30052
136,0.12%,69.05%,98,avrora.sim.AtmelInterpreter.getRegisterByte,30070
137,0.12%,69.17%,98,avrora.sim.mcu.SPI.unpostSPIInterrupt,30081
138,0.12%,69.29%,97,avrora.sim.AtmelInterpreter.pushByte,30049
139,0.12%,69.41%,97,avrora.sim.AtmelInterpreter.readSRAM,30087
140,0.12%,69.52%,95,avrora.sim.mcu.AtmelMicrocontroller.wakeup,30098
141,0.12%,69.64%,94,avrora.arch.legacy.LegacyRegister.getNumber,30069
142,0.11%,69.75%,93,avrora.sim.AtmelInterpreter.getRegisterByte,30076
143,0.11%,69.87%,93,cck.util.Arithmetic.uword,30086
144,0.11%,69.98%,92,avrora.sim.AtmelInterpreter.getRegisterByte,30064
145,0.11%,70.09%,91,avrora.sim.AtmelInterpreter.writeSRAM,30088
146,0.11%,70.21%,91,java.util.Arrays.copyOf,30094
147,0.11%,70.32%,91,avrora.sim.AtmelInterpreter.getRegisterByte,30119
148,0.11%,70.43%,90,avrora.arch.legacy.LegacyInterpreter.visit,30088
149,0.11%,70.54%,89,avrora.sim.mcu.DefaultMCU$Pin.write,30053
150,0.11%,70.65%,89,cck.util.Arithmetic.uword,30095
151,0.11%,70.76%,89,avrora.sim.AtmelInterpreter.writeSRAM,30119
152,0.11%,70.87%,88,java.util.LinkedList$ListItr.checkForComodification,30108
153,0.11%,70.98%,87,java.util.LinkedList$ListItr.<init>,30089
154,0.11%,71.08%,87,avrora.arch.legacy.LegacyInterpreter.low,30095
155,0.10%,71.19%,85,avrora.arch.legacy.LegacyInterpreter.visit,30078
156,0.10%,71.29%,83,avrora.sim.AtmelInterpreter.writeIORegisterByte,30068
157,0.10%,71.39%,82,avrora.arch.legacy.LegacyInterpreter.visit,30086
158,0.10%,71.49%,81,avrora.arch.legacy.LegacyInterpreter.pushPC,30088
159,0.10%,71.59%,80,avrora.sim.AtmelInterpreter.writeSRAM,30077
160,0.10%,71.69%,80,avrora.arch.legacy.LegacyInterpreter.visit,30092
161,0.10%,71.79%,79,avrora.arch.legacy.LegacyRegister.getNumber,30058
162,0.10%,71.88%,78,avrora.sim.mcu.DefaultMCU$Pin.write,30059
163,0.10%,71.98%,78,avrora.arch.legacy.LegacyInterpreter.visit,30067
164,0.10%,72.08%,78,java.util.LinkedList$ListItr.hasNext,30097
165,0.10%,72.17%,77,avrora.arch.legacy.LegacyInterpreter.visit,30053
166,0.10%,72.27%,77,avrora.sim.AtmelInterpreter.readVolatile,30078
167,0.10%,72.36%,77,avrora.sim.AtmelInterpreter.toSRAM,30079
168,0.09%,72.45%,76,avrora.arch.legacy.LegacyInterpreter.visit,30080
169,0.09%,72.55%,76,avrora.sim.AtmelInterpreter.getRegisterByte,30085
170,0.09%,72.64%,74,avrora.arch.legacy.LegacyInterpreter.runLoop,30059
171,0.09%,72.73%,74,avrora.sim.AtmelInterpreter.readSRAM,30064
172,0.09%,72.82%,74,avrora.sim.AtmelInterpreter.writeVolatile,30109
173,0.09%,72.91%,74,avrora.sim.AtmelInterpreter.writeRegisterByte,30125
174,0.09%,73.00%,73,avrora.sim.RWRegister.getValue,30061
175,0.09%,73.09%,73,java.util.LinkedList$ListItr.next,30061
176,0.09%,73.18%,73,avrora.sim.AtmelInterpreter.setSP,30075
177,0.09%,73.27%,73,avrora.sim.RWRegister.write,30087
178,0.09%,73.36%,73,java.lang.Object.notifyAll,30092
179,0.09%,73.45%,73,avrora.arch.legacy.LegacyRegister.getNumber,30105
180,0.09%,73.54%,72,avrora.sim.AtmelInterpreter.getSP,30077
181,0.09%,73.63%,72,avrora.sim.AtmelInterpreter.setSP,30079
182,0.09%,73.72%,71,avrora.sim.AtmelInterpreter.getSP,30075
183,0.09%,73.81%,71,cck.util.Arithmetic.high,30077
184,0.09%,73.90%,71,avrora.arch.legacy.LegacyInterpreter.visit,30078
185,0.09%,73.98%,71,java.util.LinkedList$ListItr.<init>,30097
186,0.09%,74.07%,70,avrora.sim.mcu.DefaultMCU$Pin.printWrite,30046
187,0.09%,74.16%,70,cck.util.Arithmetic.high,30126
188,0.09%,74.24%,70,avrora.sim.InterruptTable.afterInvoke,30143
189,0.08%,74.33%,68,avrora.sim.InterruptTable.getInternalNotification,30054
190,0.08%,74.41%,68,avrora.sim.AtmelInterpreter.getSP,30054
191,0.08%,74.49%,68,avrora.sim.AtmelInterpreter.readVolatile,30079
192,0.08%,74.58%,68,avrora.sim.mcu.AtmelMicrocontroller.wakeup,30134
193,0.08%,74.66%,67,avrora.sim.AtmelInterpreter.writeSRAM,30056
194,0.08%,74.74%,66,avrora.sim.AtmelInterpreter.getSP,30065
195,0.08%,74.82%,66,avrora.arch.legacy.LegacyInterpreter.visit,30087
196,0.08%,74.91%,66,avrora.arch.legacy.LegacyInterpreter.visit,30120
197,0.08%,74.99%,65,avrora.sim.RWRegister.read,30058
198,0.08%,75.07%,65,cck.util.Arithmetic.high,30074
199,0.08%,75.15%,65,avrora.sim.AtmelInterpreter.writeDataByte,30093
200,0.08%,75.23%,65,avrora.sim.util.TransactionalList.isEmpty,30117
201,0.08%,75.31%,64,avrora.arch.legacy.LegacyInterpreter.runLoop,30051
202,0.08%,75.38%,64,avrora.sim.clock.DeltaQueue.advance,30052
203,0.08%,75.46%,64,avrora.arch.legacy.LegacyInterpreter.visit,30068
204,0.08%,75.54%,64,avrora.arch.legacy.LegacyInterpreter.visit,30074
205,0.08%,75.62%,64,avrora.sim.AtmelInterpreter.fireBeforeRead,30097
206,0.08%,75.70%,63,avrora.arch.legacy.LegacyInterpreter.visit,30055
207,0.08%,75.78%,63,avrora.sim.AtmelInterpreter.writeVolatile,30072
208,0.08%,75.85%,63,avrora.sim.state.RegisterUtil$BoolView.setValue,30105
209,0.08%,75.93%,63,avrora.arch.legacy.LegacyRegister.getNumber,30116
210,0.08%,76.01%,62,avrora.sim.AtmelInterpreter.writeRegisterByte,30062
211,0.08%,76.09%,62,avrora.arch.legacy.LegacyInterpreter.visit,30077
212,0.08%,76.16%,62,avrora.arch.legacy.LegacyInterpreter.runLoop,30110
213,0.08%,76.24%,61,avrora.sim.AtmelInterpreter.writeVolatile,30063
214,0.08%,76.31%,61,avrora.arch.legacy.LegacyRegister.getNumber,30094
215,0.08%,76.39%,61,avrora.sim.util.TransactionalList.isEmpty,30096
216,0.08%,76.46%,61,avrora.sim.AtmelInterpreter.getRegisterByte,30139
217,0.07%,76.54%,60,avrora.arch.legacy.LegacyRegister.getNumber,30068
218,0.07%,76.61%,60,cck.util.Arithmetic.high,30076
219,0.07%,76.69%,60,cck.util.Arithmetic.high,30079
220,0.07%,76.76%,59,avrora.sim.AtmelInterpreter.getSP,30088
221,0.07%,76.83%,59,cck.util.Arithmetic.high,30089
222,0.07%,76.90%,59,cck.util.Arithmetic.high,30090
223,0.07%,76.98%,59,avrora.sim.AtmelInterpreter.getSP,30091
224,0.07%,77.05%,59,avrora.arch.legacy.LegacyInterpreter.visit,30094
225,0.07%,77.12%,59,java.util.LinkedList.node,30123
226,0.07%,77.19%,58,avrora.sim.AtmelInterpreter.writeSRAM,30090
227,0.07%,77.27%,58,avrora.sim.clock.DeltaQueue.insertEvent,30094
228,0.07%,77.34%,58,avrora.sim.InterruptTable.unpost,30100
229,0.07%,77.41%,58,avrora.sim.AtmelInterpreter.writeSRAM,30130
230,0.07%,77.48%,56,java.util.HashMap.getNode,30053
231,0.07%,77.55%,56,avrora.sim.AtmelInterpreter.readSRAM,30087
232,0.07%,77.62%,56,avrora.arch.legacy.LegacyInterpreter.visit,30089
233,0.07%,77.69%,56,avrora.arch.legacy.LegacyInterpreter.visit,30095
234,0.07%,77.75%,56,cck.util.Arithmetic.high,30100
235,0.07%,77.82%,56,avrora.arch.legacy.LegacyInterpreter.stepInstruction,30140
236,0.07%,77.89%,55,avrora.sim.platform.ExternalFlash.access$100,30060
237,0.07%,77.96%,55,avrora.sim.AtmelInterpreter.writeRegisterByte,30100
238,0.07%,78.03%,55,avrora.sim.AtmelInterpreter.setSP,30125
239,0.07%,78.09%,54,cck.util.Arithmetic.getBitField,30072
240,0.07%,78.16%,54,avrora.sim.AtmelInterpreter.getSP,30081
241,0.07%,78.23%,54,java.util.LinkedList$ListItr.checkForComodification,30099
242,0.07%,78.29%,54,avrora.sim.clock.DeltaQueue.advance,30115
243,0.07%,78.36%,53,avrora.arch.legacy.LegacyInterpreter.low,30060
244,0.07%,78.42%,53,avrora.sim.AtmelInterpreter.writeSRAM,30065
245,0.07%,78.49%,53,avrora.sim.AtmelInterpreter.readVolatile,30084
246,0.07%,78.56%,53,avrora.sim.AtmelInterpreter.setSP,30087
247,0.07%,78.62%,53,avrora.sim.AtmelInterpreter.readSRAM,30108
248,0.07%,78.69%,53,cck.util.Arithmetic.lowestBit,30121
249,0.06%,78.75%,52,avrora.arch.legacy.LegacyInterpreter.high,30075
250,0.06%,78.81%,52,avrora.arch.legacy.LegacyRegister.getNumber,30087
251,0.06%,78.88%,52,avrora.arch.legacy.LegacyInterpreter.visit,30104
252,0.06%,78.94%,52,avrora.sim.clock.RippleSynchronizer$NotifyEvent.fire,30118
253,0.06%,79.01%,51,avrora.sim.RWRegister.getValue,30050
254,0.06%,79.07%,51,avrora.sim.mcu.ATMegaFamily$FlagRegister.flagBit,30054
